conversation_id,root_tweet_id,customer_id,preliminary_intent,customer_initial_query,clean_customer_query,agent_first_reply,clean_agent_reply,num_turns,has_link_or_dm
conv_174975,174975,157052,audio_sound,Hey @AppleSupport what’s with this volume thing and the @115888 app when I switch apps on iPhone X? https://t.co/oXvO3qqNcs,Hey @AppleSupport what’s with this volume thing and the @115888 app when I switch apps on iPhone X?,@157052 We'll do all we can to assist. Is this happening with other apps or only with Spotify? If you use the built-in Music App does it do the same thing?,We'll do all we can to assist. Is this happening with other apps or only with Spotify? If you use the built-in Music App does it do the same thing?,8,False
conv_176041,176041,157398,audio_sound,@157399 @115858 @AppleSupport surely this popping sound shouldn’t happen on a brand new iPhone X??? https://t.co/xCCQ5QdEHg,surely this popping sound shouldn’t happen on a brand new iPhone X???,@157398 We've received your DM's and will respond to you there shortly.,We've received your DM's and will respond to you there shortly.,2,True
conv_184382,184382,159395,audio_sound,@AppleSupport help! Just got this watch and I have no idea what this means? Why is that time there. There’s no alarm set? https://t.co/OmvzjHnVcQ,help! Just got this watch and I have no idea what this means? Why is that time there. There’s no alarm set?,"@159395 We’re glad you asked! The complication you have circled in the photo is for sunrise. In the evening this complication will show you the time for sunset. You can customize the Apple Watch face, here’s how: https://t.co/FC1esH8vt0","We’re glad you asked! The complication you have circled in the photo is for sunrise. In the evening this complication will show you the time for sunset. You can customize the Apple Watch face, here’s how:",5,True
conv_187445,187445,159986,audio_sound,Dear @AppleSupport my iPad’s sound and camera suddenly stop working it was working fine till evening.. now not working,Dear @AppleSupport my iPad’s sound and camera suddenly stop working it was working fine till evening.. now not working,@159986 We'll do everything we can to help you with this. What steps have you tried on your own?,We'll do everything we can to help you with this. What steps have you tried on your own?,4,False
conv_187469,187469,159994,audio_sound,@AppleSupport i think my headphone jack is killing my headphones! is this possible??? i've gone through 4 pairs,i think my headphone jack is killing my headphones! is this possible??? i've gone through 4 pairs,@159994 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Thanks for reaching out. We're here to help. DM us so we can look into this further with you.,2,True
conv_188620,188620,160271,audio_sound,My laptop refuses to turn on. But I can still here the chime sound :( help @AppleSupport,My laptop refuses to turn on. But I can still here the chime sound :( help @AppleSupport,@160271 You've come to the right place. Is your Mac currently connected to an external display?,You've come to the right place. Is your Mac currently connected to an external display?,5,False
conv_193638,193638,161527,audio_sound,@AppleSupport I updated my phone and now my speaker for calls won’t work. How do I fix this?,I updated my phone and now my speaker for calls won’t work. How do I fix this?,@161527 We're anxious to help. Could you let us know which version of iOS your devices are running? We just released 11.0.2.,We're anxious to help. Could you let us know which version of iOS your devices are running? We just released 11.0.2.,6,False
conv_199437,199437,163016,audio_sound,Thanks @115858 I've just upgraded my 2016 #MBP to #highsierra and now I've lost all #audio and now have a super buggy #mac @AppleSupport,Thanks @115858 I've just upgraded my 2016 #MBP to #highsierra and now I've lost all #audio and now have a super buggy #mac @AppleSupport,"@163016 We're here for you! Send us a DM, and we'll take a closer look at your MacBook Pro together. https://t.co/GDrqU22YpT","We're here for you! Send us a DM, and we'll take a closer look at your MacBook Pro together.",2,True
conv_225169,225169,144006,audio_sound,@AppleSupport @115858 am I crazy or are volume and ringer volume now inextricably connected? Not cool. I want ringer quiet with loud pods!,am I crazy or are volume and ringer volume now inextricably connected? Not cool. I want ringer quiet with loud pods!,"@144006 We're happy to help you get the sound sorted out. Can you tell us which iOS version you're using, please?","We're happy to help you get the sound sorted out. Can you tell us which iOS version you're using, please?",5,False
conv_235815,235815,172167,audio_sound,@AppleSupport can you please fix an issue in the iphone headphones that do an annoying sound when they are plugged in.,can you please fix an issue in the iphone headphones that do an annoying sound when they are plugged in.,@172167 We certainly want to take a look into this further. If we understand correctly this only occurs when connecting the EarBuds?,We certainly want to take a look into this further. If we understand correctly this only occurs when connecting the EarBuds?,4,False
conv_244883,244883,174148,audio_sound,@AppleSupport why won’t Siri work on my brand new Mac?! It just keeps saying Siri Audio Problem?!,why won’t Siri work on my brand new Mac?! It just keeps saying Siri Audio Problem?!,"@174148 Let's help get Siri working. To get started, is Siri currently enabled under System Preferences > Siri?","Let's help get Siri working. To get started, is Siri currently enabled under System Preferences > Siri?",3,False
conv_245073,245073,174187,audio_sound,@applesupport been 3 days with a silent morning alarm despite no issues in past versions and correctly following all troubleshooting.,been 3 days with a silent morning alarm despite no issues in past versions and correctly following all troubleshooting.,@174187 Let's make sure you're fully up-to-date. We've released 11.0.2 today. Info on how to update here: https://t.co/80YRnjDFDk,Let's make sure you're fully up-to-date. We've released 11.0.2 today. Info on how to update here:,6,True
conv_245378,245378,174259,audio_sound,"@AppleSupport My left AirPod seems to have died in the wake of 11.0.2. Restarting AirPods, re-pairing AirPods, and resetting network settings have done nothing. I bought these last week. Help!","My left AirPod seems to have died in the wake of 11.0.2. Restarting AirPods, re-pairing AirPods, and resetting network settings have done nothing. I bought these last week. Help!",@174259 We're here to help. Please DM us via the following link and we'll help you further from there. https://t.co/GDrqU22YpT,We're here to help. Please DM us via the following link and we'll help you further from there.,2,True
conv_246527,246527,174554,audio_sound,"@AppleSupport why my iPhone do some weirds “beeps” when someone send me a text? I mean not the normal sound, do two doble beeps!?","why my iPhone do some weirds “beeps” when someone send me a text? I mean not the normal sound, do two doble beeps!?",@174554 We'd like to see if we can help. Is the sound you're hearing different from in Settings > Notifications?,We'd like to see if we can help. Is the sound you're hearing different from in Settings > Notifications?,4,False
